customer_id,age,region,tenure_months,gender,email_opt_in,loyalty_points,loyalty_tier_encoded,total_orders,total_spent,avg_order_value,median_order_value,max_order_value,discount_rate_mean,pct_orders_discounted,recency_days,days_since_first_order,orders_last_3m,orders_last_1m,distinct_products,category_diversity,category_share_electronics,category_share_apparel,category_share_grocery,category_share_home,returns_count,returns_rate,complaint_count,satisfaction_score,email_open_rate,email_click_rate,website_sessions_3m,app_sessions_3m,avg_delivery_days,on_time_rate,future_3m_spend,churn_90d
5086,34,South,19,M,1,391,2,5,544.06,109.71,105.46,110.17,0.196,0.267,58,558,4,2,6,1,0.427,0.345,0.036,0.192,2,0.4,1,7.98,0.615,0.118,0,0,3.01,0.904,130.07,0
5087,37,West,33,M,1,71,1,0,0.0,68.99,62.49,96.7,0.278,0.383,120,994,0,0,3,2,0.101,0.355,0.283,0.262,2,1.0,2,6.46,0.423,0.133,0,2,2.09,0.699,0.0,1
5088,38,North,21,M,1,5,0,0,0.0,,69.85,104.44,0.497,0.545,113,635,2,0,2,1,0.3,0.224,0.23,0.247,3,1.0,3,,0.452,0.169,1,2,4.48,0.583,0.0,1
5089,22,North,33,F,1,14,0,0,0.0,56.98,56.28,103.22,0.431,0.488,205,978,0,0,7,1,0.323,0.36,0.128,0.189,1,1.0,1,7.23,0.0,0.0,0,0,2.83,0.918,0.0,1
5090,32,East,12,M,1,86,1,0,0.0,30.98,30.81,75.54,0.587,0.588,107,363,0,0,5,1,0.41,0.096,0.254,0.239,1,1.0,5,2.92,0.781,0.373,3,4,5.91,0.51,0.0,0
5091,40,West,16,F,1,0,0,0,0.0,39.6,39.52,71.5,0.473,0.578,143,492,0,0,6,2,0.324,0.286,0.094,0.296,4,1.0,5,,0.485,0.081,4,0,4.96,0.574,0.0,1
5092,23,West,35,F,1,0,0,0,0.0,,28.47,77.28,0.455,0.466,104,1060,1,0,0,1,0.243,0.358,0.35,0.049,0,0.0,0,9.2,0.577,0.177,2,0,2.72,0.859,48.02,1
5093,32,East,42,M,0,20,0,1,7.07,7.14,6.46,41.64,0.6,0.705,148,1255,0,0,8,1,0.284,0.155,0.252,0.309,0,0.0,0,9.05,,,2,1,3.77,0.896,23.29,1
5094,68,North,24,M,1,110,2,3,397.82,122.61,128.08,144.36,0.187,0.207,85,707,2,1,4,1,0.348,0.25,0.298,0.104,2,,1,6.55,0.286,0.146,1,1,4.6,0.748,76.1,1
5095,26,South,1,M,1,0,0,1,78.84,75.86,86.04,116.94,0.432,0.563,169,30,0,0,9,1,0.402,0.23,0.033,0.335,2,1.0,1,,0.467,0.042,4,4,3.09,0.814,2.3,0
5096,35,West,22,F,1,168,1,0,0.0,56.01,63.88,58.89,0.351,0.331,115,648,1,1,1,1,0.233,0.144,0.426,0.197,5,1.0,4,1.6,0.553,0.204,0,4,4.84,0.423,0.0,0
5097,29,South,24,F,1,0,0,0,0.0,87.29,86.81,132.2,0.252,0.25,161,732,0,0,1,1,0.132,0.181,0.3,0.387,1,1.0,1,,0.359,0.0,1,3,1.9,0.821,22.39,1
5098,38,East,21,M,1,0,0,0,0.0,33.53,32.26,101.77,0.6,0.709,144,636,0,0,3,1,0.251,0.274,0.338,0.137,2,1.0,0,7.49,0.53,0.107,0,0,3.16,0.802,0.0,0
5099,30,North,28,F,1,278,0,2,88.41,40.43,50.37,73.49,0.494,0.601,111,841,2,0,7,2,0.332,0.325,0.195,0.149,1,0.5,1,7.01,0.535,0.253,2,1,4.95,0.872,13.97,0
5100,37,North,18,M,1,19,1,0,0.0,51.45,50.57,132.69,0.6,0.636,126,548,0,0,8,1,0.342,0.312,0.193,0.152,3,1.0,1,4.84,0.386,0.0,0,2,5.17,0.76,0.0,1
5101,31,East,34,M,1,343,2,4,281.26,72.83,79.77,124.89,0.454,0.436,110,1022,3,2,6,2,0.414,0.325,0.253,0.008,1,0.25,1,8.59,0.502,0.11,2,0,2.13,0.907,80.56,1
5102,52,West,10,M,1,0,1,3,179.48,61.19,60.96,130.36,0.502,0.427,193,300,2,1,4,1,0.043,0.385,0.462,0.11,1,0.333,1,6.39,0.3,0.0,1,0,4.09,0.797,40.38,1
5103,40,West,39,M,1,103,0,4,192.17,49.43,30.23,97.14,0.58,0.7,191,1165,0,0,10,3,0.32,0.265,0.229,0.186,3,0.75,4,2.98,0.233,0.014,3,0,4.94,0.552,0.0,1
5104,27,West,43,F,1,90,1,2,41.05,20.02,25.33,71.05,0.593,0.664,87,1278,3,2,5,3,0.28,0.318,0.215,0.187,0,0.0,2,10.0,0.536,0.034,0,0,2.18,1.0,63.49,0
5105,50,East,13,M,1,107,2,0,0.0,68.65,76.38,111.51,0.492,0.55,71,391,3,2,4,1,0.258,0.311,0.299,0.132,2,1.0,0,6.96,0.45,0.204,0,3,4.79,0.93,3.84,0
5106,28,East,13,M,0,158,0,3,120.5,40.12,37.5,48.76,0.6,0.615,184,391,0,0,9,3,0.432,0.208,0.269,0.091,5,1.0,2,2.18,,,1,1,5.44,0.634,0.0,0
5107,21,West,29,M,1,93,0,3,136.63,46.47,37.21,47.16,0.304,0.334,128,868,0,0,8,2,0.365,0.313,0.184,0.138,1,,0,7.06,0.553,0.165,1,1,5.04,0.723,34.0,1
5108,39,North,10,M,1,50,0,0,0.0,54.61,66.78,89.78,0.367,0.461,115,293,1,1,7,2,0.353,0.155,0.2,0.292,0,0.0,2,7.44,0.252,0.053,3,1,2.98,0.74,,0
5109,62,West,18,M,0,177,0,3,133.96,47.08,45.92,75.03,0.6,0.594,138,543,0,0,9,1,0.397,0.174,0.322,0.107,2,0.667,0,8.29,,,0,1,1.0,0.913,0.0,0
5110,18,South,37,F,1,0,0,1,55.71,55.12,52.37,83.71,0.533,0.625,181,1117,0,0,2,2,0.233,0.23,0.344,0.193,4,1.0,3,2.23,0.299,0.006,2,0,4.99,0.505,0.0,1
5111,24,West,33,M,1,0,1,0,0.0,,30.72,41.85,0.404,0.486,146,986,0,0,5,1,0.232,0.282,0.14,0.346,3,1.0,3,5.03,0.294,0.023,0,0,5.55,0.699,0.0,1
5112,49,East,48,F,1,808,2,16,1592.59,95.84,117.73,158.01,0.373,0.502,40,1433,5,3,10,1,0.37,0.257,0.228,0.144,4,0.25,4,5.13,0.597,0.28,6,0,6.02,0.561,213.71,0
5113,32,North,26,M,0,55,0,0,0.0,40.75,44.62,60.13,0.371,0.448,139,781,1,0,2,1,0.156,0.347,0.194,0.303,3,1.0,2,5.54,,,3,0,3.45,0.764,0.0,0
5114,47,North,17,M,1,0,0,0,0.0,17.04,18.47,35.13,0.6,0.694,186,500,0,0,7,1,0.199,0.366,0.135,0.301,1,1.0,1,,0.215,0.088,1,0,4.37,0.807,0.0,1
5115,29,South,25,F,0,0,1,0,0.0,46.19,46.75,86.96,0.325,0.304,135,738,2,1,8,1,0.431,0.236,0.073,0.259,2,1.0,1,5.42,,,0,0,3.68,0.819,0.0,1
5116,41,North,22,M,0,0,1,0,0.0,86.62,99.86,148.29,0.281,0.319,107,666,4,1,12,1,0.293,0.136,0.361,0.211,1,1.0,0,,,,0,0,2.97,0.664,29.34,0
5117,60,South,22,F,1,445,2,8,711.7,98.46,102.68,155.43,0.174,0.219,46,671,2,0,9,1,0.347,0.266,0.16,0.227,5,0.625,2,,0.519,0.166,4,1,4.38,0.698,77.85,0
5118,25,East,24,F,1,5,0,0,0.0,,26.83,46.93,0.416,0.485,147,711,0,0,1,2,0.26,0.355,0.14,0.246,0,0.0,1,8.86,0.261,0.067,2,0,4.13,0.938,7.46,0
5119,52,South,13,F,0,138,0,0,0.0,20.68,23.11,56.44,0.448,0.503,145,385,1,0,7,2,0.191,0.269,0.319,0.221,0,0.0,1,7.83,,,4,3,3.76,0.79,22.1,0
5120,48,North,27,F,0,198,1,4,342.49,80.64,84.93,153.45,0.419,0.519,34,822,6,2,4,1,0.37,0.192,0.275,0.163,2,0.5,2,7.5,,,0,0,1.98,0.837,66.83,0
5121,22,West,7,F,0,40,0,0,0.0,19.39,17.16,81.51,0.339,0.396,150,213,0,0,3,1,0.161,0.323,0.338,0.177,3,1.0,2,5.54,,,3,3,2.17,0.754,0.0,0
5122,46,South,15,F,1,31,0,1,47.99,,54.12,110.3,0.258,0.264,136,462,2,1,8,2,0.188,0.254,0.265,0.293,2,1.0,2,,0.441,0.038,0,4,5.27,0.683,0.0,1
5123,40,West,23,F,1,110,1,0,0.0,45.55,40.06,93.25,0.314,0.313,126,677,1,0,4,2,0.366,0.317,0.139,0.178,1,1.0,2,6.5,0.547,0.225,1,3,4.16,0.707,0.0,1
5124,41,North,1,F,1,142,0,1,62.25,58.17,54.1,100.17,0.215,0.341,87,30,2,1,7,1,0.332,0.204,0.216,0.248,0,0.0,1,8.16,,0.153,0,0,4.18,0.87,32.18,0
5125,44,West,33,F,1,209,2,1,71.79,70.55,74.48,150.72,0.184,0.248,46,997,5,1,5,1,0.221,0.321,0.375,0.083,5,1.0,4,3.4,0.685,0.355,1,2,6.8,0.509,4.95,0
5126,35,North,1,M,0,104,0,0,0.0,52.51,46.88,115.08,0.306,0.362,126,30,2,0,7,1,0.056,0.283,0.434,0.227,1,1.0,1,5.69,,,0,0,2.27,0.811,0.0,1
5127,40,East,32,M,1,0,0,0,0.0,71.05,72.09,113.49,0.6,0.663,131,961,0,0,4,3,0.242,0.211,0.225,0.323,0,0.0,2,7.48,0.328,0.0,0,0,3.67,0.775,0.0,1
5128,42,East,8,M,1,35,0,0,0.0,67.68,64.74,122.14,0.49,0.549,129,255,0,0,1,1,0.24,0.283,0.277,0.2,0,0.0,2,8.53,0.398,0.0,1,0,3.26,0.812,0.77,0
5129,48,West,19,F,0,0,0,0,0.0,43.27,34.27,78.28,0.273,0.307,165,574,1,0,8,1,0.062,0.463,0.317,0.158,2,1.0,2,,,,0,1,3.55,0.73,0.0,1
5130,21,South,30,M,1,223,2,0,0.0,104.51,106.33,112.42,0.481,0.561,32,907,4,3,3,1,0.265,0.238,0.393,0.104,4,1.0,2,3.39,0.636,0.272,3,4,5.25,0.519,,0
5131,55,North,50,F,1,0,0,0,0.0,78.55,84.75,98.1,0.284,0.385,182,1511,0,0,6,1,0.152,0.241,0.483,0.124,1,1.0,1,,0.084,0.023,0,1,3.51,0.662,0.0,1
5132,26,West,25,F,1,188,2,5,337.26,68.56,58.04,99.35,0.265,0.358,50,762,5,0,8,1,0.009,0.314,0.298,0.379,0,0.0,0,10.0,0.495,0.144,2,0,1.74,0.948,127.75,0
5133,49,South,1,F,1,102,1,2,119.47,56.67,61.54,86.16,0.587,0.634,104,30,2,1,5,2,0.308,0.217,0.287,0.187,2,1.0,2,6.5,0.397,0.162,3,4,3.76,0.653,0.0,0
5134,40,North,35,F,1,228,2,0,0.0,79.99,71.07,105.53,0.528,0.526,61,1063,3,2,5,2,0.498,0.142,0.269,0.09,3,1.0,1,5.89,0.51,0.273,2,4,3.67,0.69,40.11,0
5135,24,South,21,F,0,0,0,0,0.0,39.82,50.67,66.27,0.6,0.585,185,637,0,0,5,1,0.142,0.33,0.175,0.353,2,1.0,1,7.19,,,2,0,4.32,0.695,0.0,1
5136,46,North,25,M,1,0,1,0,0.0,80.8,85.33,146.92,0.356,0.454,148,745,0,0,0,1,0.456,0.071,0.309,0.164,1,1.0,3,5.47,0.159,0.0,0,0,2.41,0.858,0.0,1
5137,28,South,31,M,1,0,0,0,0.0,72.42,61.9,149.07,0.276,0.302,142,921,1,1,5,1,0.521,0.153,0.033,0.293,1,1.0,1,,0.15,0.0,0,0,3.39,0.801,0.0,1
5138,52,South,1,M,1,0,1,1,56.16,58.71,65.54,124.96,0.414,0.472,159,30,0,0,6,1,0.47,0.223,0.113,0.194,2,1.0,3,,0.306,0.028,0,0,2.7,0.723,0.0,1
5139,31,North,24,M,1,7,0,2,77.02,35.85,30.95,39.0,0.457,0.463,125,722,1,0,9,1,0.367,0.233,0.191,0.209,1,0.5,0,6.9,0.513,0.144,4,0,2.46,0.859,11.65,0
5140,22,South,19,M,1,0,0,0,0.0,55.3,47.58,116.86,0.502,0.562,122,573,0,0,0,1,0.256,0.385,0.244,0.115,1,1.0,0,9.64,0.405,0.119,0,0,2.05,0.888,0.0,1
5141,58,South,39,M,1,0,0,0,0.0,22.58,28.36,77.31,0.407,0.512,207,1160,0,0,6,1,0.478,0.046,0.315,0.161,1,1.0,1,,0.269,0.0,0,3,2.54,0.894,0.0,1
5142,42,East,33,M,1,369,1,2,184.44,100.5,110.16,139.76,0.358,0.473,49,982,3,1,2,1,0.284,0.249,0.239,0.228,1,0.5,0,9.08,0.669,0.274,2,0,1.91,1.0,79.72,0
5143,50,West,4,M,0,21,0,2,128.77,65.88,69.69,95.94,0.258,0.238,135,134,0,0,10,1,0.238,0.301,0.346,0.116,2,1.0,2,5.34,,,1,0,5.03,0.676,0.0,0
5144,29,North,39,F,1,92,2,1,79.78,72.97,70.0,106.88,0.347,0.432,80,1175,3,1,4,1,0.201,0.29,0.42,0.089,0,0.0,0,9.37,0.608,0.274,2,1,3.1,0.984,76.69,0
5145,18,West,29,M,1,479,2,4,376.02,102.08,103.43,161.88,0.357,0.363,47,882,5,4,9,1,0.175,0.381,0.289,0.155,2,,3,6.39,0.63,0.355,3,4,4.1,0.687,81.33,0
5146,60,West,5,F,1,108,1,0,0.0,112.78,108.13,160.5,0.269,0.407,76,163,4,2,9,1,0.23,0.201,0.163,0.406,1,1.0,1,5.51,0.5,0.244,2,3,4.69,0.772,0.0,0
5147,39,East,25,M,1,139,1,4,190.95,49.47,48.07,113.86,0.554,0.701,181,740,0,0,6,1,0.228,0.214,0.419,0.139,0,0.0,1,7.21,0.337,0.047,1,0,2.45,0.914,20.91,0
5148,45,West,36,M,1,0,1,0,0.0,53.32,56.58,109.61,0.452,0.521,117,1093,2,1,3,1,0.393,0.168,0.298,0.141,2,1.0,2,4.43,0.572,0.157,3,0,3.91,0.72,6.29,0
5149,47,South,9,M,1,2,1,2,130.55,63.6,52.19,132.41,0.216,0.271,176,283,0,0,5,1,0.342,0.323,0.221,0.114,2,1.0,1,5.37,0.261,0.0,0,1,3.29,0.818,0.0,0
5150,35,West,41,M,1,190,1,3,213.31,73.67,77.24,126.35,0.6,0.641,83,1216,4,1,10,1,0.218,0.345,0.295,0.142,1,0.333,1,,0.7,0.155,4,3,3.28,0.957,71.67,0
5151,42,East,6,M,1,0,2,1,86.97,,84.18,112.73,0.312,0.436,65,175,6,1,8,1,0.49,0.24,0.071,0.199,1,1.0,3,2.89,0.475,0.044,0,2,3.91,0.769,43.44,0
5152,59,South,15,F,1,0,1,0,0.0,,48.9,67.09,0.368,0.426,154,435,0,0,7,1,0.38,0.454,0.121,0.045,0,0.0,1,9.66,0.482,0.106,0,2,2.18,1.0,0.0,0
5153,39,East,13,F,1,0,0,0,0.0,79.37,84.6,132.29,0.31,0.374,184,381,0,0,10,2,0.422,0.196,0.181,0.201,3,1.0,2,,0.172,0.0,2,3,4.89,0.59,0.0,1
5154,51,South,41,F,1,0,1,2,72.3,33.17,26.42,85.19,0.483,0.521,211,1216,0,0,5,1,0.208,0.312,0.357,0.123,0,0.0,0,8.97,0.0,0.0,0,2,3.07,1.0,42.29,1
5155,18,North,18,M,0,0,0,0,0.0,26.76,18.83,54.42,0.512,0.564,174,543,0,0,5,1,0.288,0.045,0.53,0.137,1,1.0,0,7.6,,,4,3,2.49,0.795,0.0,1
5156,53,North,10,F,0,340,1,2,108.52,58.8,56.44,103.75,0.361,0.437,78,301,4,2,7,1,0.181,0.378,0.259,0.182,1,0.5,0,,,,6,3,4.01,0.649,44.09,0
5157,21,East,29,M,1,16,0,3,173.18,53.7,48.97,84.61,0.268,0.34,107,880,1,1,2,1,0.247,0.273,0.095,0.385,2,0.667,2,6.57,0.429,0.117,0,6,3.63,0.655,0.0,0
5158,52,East,32,F,1,580,2,10,1103.55,116.56,118.41,146.7,0.244,0.339,92,958,4,2,13,2,0.152,0.284,0.094,0.47,3,0.3,2,6.34,0.468,0.1,0,3,4.25,0.71,151.63,0
5159,44,South,32,M,1,253,1,1,67.61,62.49,63.89,73.83,0.477,0.539,106,960,0,0,3,1,0.146,0.187,0.45,0.217,1,1.0,2,5.39,0.673,0.21,5,1,2.44,0.752,0.0,1
5160,38,South,21,F,1,294,1,0,0.0,58.75,50.87,99.65,0.34,0.383,39,622,5,4,5,1,0.036,0.323,0.408,0.233,3,1.0,2,,0.599,0.305,5,5,4.44,0.722,0.0,0
5161,38,North,27,F,1,399,2,2,206.21,94.4,80.71,124.06,0.347,0.414,51,812,5,2,8,1,0.157,0.191,0.303,0.349,1,0.5,0,8.2,0.564,0.282,3,1,1.95,0.942,73.68,0
5162,36,South,16,F,1,0,0,0,0.0,18.13,16.5,65.69,0.536,0.598,172,486,0,0,3,2,0.224,0.213,0.328,0.235,0,,0,10.0,0.367,0.04,6,1,1.0,1.0,0.0,1
5163,30,West,44,M,1,0,0,1,60.0,57.34,66.15,62.28,0.259,0.273,197,1323,0,0,2,2,0.481,0.194,0.199,0.126,1,1.0,1,,0.097,0.0,0,1,5.03,0.727,0.0,1
5164,37,West,38,F,1,323,1,5,570.45,108.96,108.44,161.0,0.461,0.405,20,1132,4,2,7,2,0.22,0.344,0.398,0.038,3,0.6,2,5.71,0.964,0.371,8,6,4.92,0.733,93.55,0
5165,66,East,37,M,1,589,2,5,478.62,95.8,93.02,125.49,0.534,0.535,3,1110,7,3,9,1,0.311,0.144,0.289,0.256,4,0.8,2,,0.911,0.366,7,2,3.71,0.661,86.15,0
5166,55,West,34,F,1,203,1,3,240.01,73.07,86.91,91.74,0.191,0.179,82,1006,3,2,8,1,0.271,0.348,0.154,0.227,1,0.333,2,5.57,0.457,0.149,1,3,2.62,0.773,78.5,0
5167,29,West,30,M,1,0,0,0,0.0,42.55,48.57,73.75,0.268,0.363,163,907,0,0,5,1,0.165,0.412,0.239,0.184,0,0.0,2,6.02,0.397,0.0,1,0,4.97,0.733,0.0,1
5168,43,North,9,M,1,118,0,2,80.79,,23.0,44.85,0.276,0.279,82,272,4,2,2,1,0.18,0.507,0.129,0.184,2,1.0,3,3.76,0.679,0.258,0,4,4.33,0.576,0.0,0
5169,41,South,32,M,1,0,0,0,0.0,52.32,50.09,86.5,0.436,0.558,151,948,0,0,1,1,0.428,0.215,0.128,0.229,1,,0,8.12,0.585,0.11,1,1,2.36,1.0,0.0,1
5170,38,North,25,F,1,0,0,0,0.0,28.63,30.42,71.1,0.469,0.482,157,761,0,0,7,2,0.364,0.337,0.27,0.029,1,1.0,1,,0.372,0.137,1,1,4.96,0.855,0.0,1
5171,27,South,39,M,0,0,1,0,0.0,57.31,48.77,98.76,0.267,0.347,70,1175,2,0,5,1,0.245,0.453,0.215,0.087,3,1.0,2,5.03,,,2,1,3.9,0.664,0.0,0
5172,45,East,34,F,1,53,0,0,0.0,23.22,20.88,72.42,0.6,0.746,96,1011,0,0,7,1,0.223,0.218,0.394,0.165,0,0.0,0,9.03,0.472,0.101,0,1,3.16,0.861,51.67,0
5173,50,North,31,F,1,46,0,2,134.45,62.93,63.1,91.58,0.386,0.466,180,918,0,0,5,1,0.458,0.189,0.26,0.092,4,1.0,2,4.71,0.27,0.0,0,1,3.93,0.606,0.0,0
5174,29,West,4,F,0,0,0,1,36.17,34.59,32.8,90.18,0.6,0.747,152,114,0,0,5,1,0.307,0.193,0.366,0.135,2,1.0,2,3.71,,,1,0,3.69,0.657,0.0,1
5175,63,East,23,F,1,223,1,2,187.4,85.76,76.08,131.09,0.495,0.498,73,688,3,0,6,2,0.191,0.279,0.183,0.347,3,1.0,2,,0.667,0.217,1,0,4.72,0.669,34.98,1
5176,58,East,17,M,1,319,2,4,408.85,104.37,116.11,160.68,0.373,0.483,78,519,5,3,10,1,0.193,0.331,0.342,0.134,1,0.25,0,9.34,0.458,0.13,5,1,1.64,0.954,121.0,0
5177,46,North,27,M,1,0,1,0,0.0,38.28,40.42,111.47,0.386,0.4,158,811,0,0,7,2,0.425,0.306,0.261,0.009,2,1.0,1,,0.479,0.1,2,0,3.93,0.777,0.0,0
5178,25,North,19,F,1,0,0,0,0.0,21.86,14.98,30.83,0.421,0.521,150,570,0,0,2,2,0.117,0.398,0.206,0.28,5,1.0,2,,0.611,0.302,0,0,5.91,0.398,0.0,1
5179,44,East,21,F,1,82,0,0,0.0,63.13,70.14,95.48,0.368,0.415,173,621,0,0,5,1,0.132,0.206,0.3,0.363,1,1.0,0,8.35,0.327,0.009,0,0,2.79,0.896,2.17,1
5180,43,West,30,F,1,142,1,0,0.0,54.82,54.17,79.56,0.576,0.638,110,885,0,0,7,1,0.33,0.138,0.343,0.189,1,1.0,1,6.16,0.582,0.197,2,2,2.36,0.779,1.13,1
5181,46,West,19,F,1,0,0,3,162.48,54.22,62.15,136.98,0.231,0.28,258,564,0,0,10,3,0.261,0.266,0.258,0.215,3,1.0,4,3.41,0.0,0.0,1,5,3.47,0.509,0.0,1
5182,59,East,25,F,1,0,0,0,0.0,65.42,64.58,117.36,0.434,0.469,138,764,1,0,13,1,0.262,0.262,0.27,0.205,0,0.0,2,5.84,0.514,0.059,5,0,3.44,0.813,43.08,0
5183,37,North,6,F,1,213,0,3,243.03,79.56,67.75,125.31,0.348,0.404,95,173,3,2,3,1,0.288,0.255,0.251,0.207,2,0.667,0,7.92,0.351,0.156,4,2,2.28,0.851,24.68,0
5184,64,North,14,M,0,0,1,0,0.0,58.86,50.32,122.78,0.465,0.536,163,420,1,0,7,1,0.387,0.32,0.108,0.186,1,1.0,1,5.9,,,1,3,4.88,0.744,0.0,1
5185,44,West,32,M,1,95,1,5,398.28,84.06,93.19,124.31,0.461,0.436,100,956,2,1,10,2,0.283,0.17,0.131,0.417,2,0.4,0,7.88,0.436,0.106,1,1,2.29,0.966,70.37,0
5186,36,North,9,F,0,10,0,0,0.0,24.46,32.72,73.79,0.485,0.521,212,277,0,0,6,2,0.396,0.318,0.12,0.167,2,1.0,2,4.33,,,1,0,3.86,0.711,0.0,1
5187,68,East,39,M,1,182,1,2,125.81,61.2,50.56,92.08,0.514,0.596,111,1168,0,0,6,1,0.173,0.242,0.309,0.275,3,1.0,0,7.25,0.633,0.214,4,1,2.83,0.758,6.86,0
5188,49,South,36,F,1,0,0,0,0.0,78.47,89.62,91.18,0.235,0.292,86,1071,2,1,4,2,0.378,0.251,0.218,0.154,2,1.0,1,,0.489,0.199,1,2,5.06,0.698,0.0,1
5189,34,South,21,M,1,0,0,0,0.0,57.39,65.59,115.34,0.6,0.698,101,623,2,1,5,2,0.285,0.257,0.304,0.155,3,1.0,3,3.7,0.56,0.226,2,3,3.71,0.609,0.0,1
5190,41,South,60,F,0,0,1,3,338.7,113.56,108.48,134.36,0.394,0.37,182,1800,0,0,7,1,0.318,0.112,0.211,0.358,1,0.333,1,8.29,,,0,4,2.09,0.897,54.73,1
5191,47,West,39,M,0,114,0,2,158.03,78.83,78.21,133.81,0.46,0.526,137,1168,1,0,7,1,0.063,0.363,0.359,0.215,1,0.5,1,7.12,,,0,2,2.74,0.774,25.65,1
5192,38,West,13,F,0,0,1,0,0.0,55.3,37.68,116.97,0.472,0.56,125,378,1,0,8,1,0.034,0.267,0.397,0.302,1,1.0,3,4.55,,,2,4,4.22,0.807,0.0,0
5193,41,West,33,M,1,0,1,1,96.09,94.62,89.02,99.51,0.383,0.419,98,989,2,1,5,1,0.283,0.412,0.296,0.009,3,1.0,1,,0.455,0.044,0,0,4.11,0.871,19.66,1
5194,30,South,25,F,1,0,0,0,0.0,51.68,49.99,112.58,0.435,0.465,145,744,1,0,6,1,0.312,0.344,0.217,0.127,3,1.0,0,4.25,0.356,0.012,1,0,3.84,0.683,0.0,1
5195,19,North,15,F,1,86,0,0,0.0,18.68,21.15,63.77,0.412,0.529,163,440,0,0,8,2,0.475,0.224,0.141,0.159,5,1.0,1,,0.319,0.037,4,1,6.16,0.53,0.0,1
5196,41,West,11,M,0,185,1,0,0.0,,63.86,85.39,0.318,0.222,79,335,3,1,6,1,0.226,0.248,0.321,0.205,2,,1,5.3,,,4,7,4.26,0.734,0.81,0
5197,41,North,36,M,1,0,1,0,0.0,67.53,68.64,72.73,0.247,0.272,207,1078,0,0,8,1,0.295,0.357,0.045,0.304,0,0.0,1,9.37,0.105,0.0,0,0,1.93,0.904,31.38,1
5198,46,South,17,F,1,313,1,2,117.27,61.51,53.76,100.09,0.367,0.389,43,505,4,2,5,1,0.236,0.199,0.389,0.176,1,0.5,1,9.8,0.633,0.359,0,7,1.24,1.0,28.0,0
5199,33,North,23,F,1,26,0,1,27.21,29.04,31.63,65.47,0.6,0.681,153,683,1,0,5,1,0.217,0.347,0.292,0.144,1,1.0,0,7.6,0.55,0.217,2,3,1.53,0.819,10.26,0
5200,23,South,13,F,1,161,1,2,144.83,79.51,92.97,141.35,0.599,0.7,141,388,1,1,0,1,0.316,0.257,0.168,0.259,3,1.0,1,5.61,0.514,0.092,0,1,2.99,0.707,27.27,1
5201,28,South,15,F,0,155,1,2,141.48,71.91,75.42,113.2,0.248,0.351,113,451,1,0,7,1,0.213,0.274,0.253,0.26,1,0.5,2,7.88,,,2,1,2.28,0.829,5.81,1
5202,52,West,22,F,0,66,0,2,106.89,53.35,53.62,71.59,0.454,0.473,182,674,0,0,2,1,0.368,0.145,0.203,0.284,4,1.0,3,5.11,,,0,2,3.57,0.733,0.0,1
5203,32,West,29,F,1,0,0,0,0.0,65.12,59.2,74.05,0.46,0.523,133,860,0,0,3,1,0.146,0.42,0.237,0.197,1,1.0,3,3.04,0.293,0.005,5,0,3.67,0.591,0.0,1
5204,34,South,1,M,1,166,0,6,544.95,100.86,98.01,143.79,0.29,0.314,122,30,1,0,12,1,0.207,0.224,0.393,0.176,0,0.0,0,8.18,0.301,0.073,0,1,1.26,0.867,95.33,0
5205,36,North,24,M,1,742,2,15,2155.74,146.47,135.98,186.56,0.197,0.299,19,726,5,2,15,2,0.337,0.276,0.253,0.135,4,0.267,1,5.23,0.596,0.195,0,3,5.16,0.666,301.48,0
5206,32,East,15,M,1,0,1,1,82.43,83.79,72.22,150.19,0.564,0.628,109,451,2,1,6,2,0.161,0.348,0.262,0.229,1,1.0,1,,0.402,0.113,0,2,3.78,0.777,0.0,0
5207,31,South,41,M,1,608,1,9,1060.84,109.41,108.85,139.58,0.465,0.512,104,1225,3,0,10,1,0.306,0.209,0.16,0.325,0,0.0,0,9.27,0.608,0.229,1,2,1.64,0.93,169.93,0
5208,29,West,59,M,1,0,0,0,0.0,52.17,56.61,100.54,0.361,0.421,129,1779,0,0,7,3,0.275,0.132,0.347,0.246,0,,2,8.8,0.434,0.029,0,1,3.57,0.859,24.76,1
5209,56,North,20,M,1,20,0,0,0.0,43.24,36.39,80.58,0.518,0.614,120,591,0,0,7,1,0.417,0.146,0.057,0.38,3,1.0,3,3.63,0.476,0.101,0,2,4.41,0.529,0.0,0
5210,48,North,3,M,0,361,0,1,82.06,84.05,93.61,98.09,0.403,0.469,51,100,3,1,4,1,0.388,0.312,0.127,0.172,1,1.0,2,4.9,,,3,2,3.76,0.707,0.0,0
5211,54,East,25,M,1,194,1,0,0.0,66.06,61.58,120.38,0.523,0.558,81,762,4,3,6,1,0.248,0.377,0.146,0.229,2,1.0,1,,0.616,0.19,1,0,4.79,0.699,28.35,0
5212,57,East,22,F,0,5,0,2,10.72,5.0,5.0,36.48,0.52,0.56,163,646,0,0,3,1,0.126,0.235,0.371,0.268,1,0.5,1,8.49,,,2,3,4.3,0.786,0.0,0
5213,18,South,48,M,0,0,1,1,53.4,55.99,63.55,109.17,0.269,0.356,144,1430,3,0,7,2,0.437,0.123,0.278,0.162,0,0.0,0,9.54,,,2,1,3.54,1.0,40.53,1
